text,label,split,label_text
kalau dari pengalamanku dipakai sebentar langsung bermasalah dari segi fitur sih,0,train,negative
jujur ya fiturnya sering error dari segi fitur...,0,train,negative
review singkat harga sesuai kualitas dari pengalaman pertama ya,2,train,positive
jujur ya tidak recommended untuk harga segini ya,0,train,negative
jujur ya kualitasnya mantap sih,2,train,positive
buatku packaging rusak waktu sampai buat pemakaian harian menurutku,0,train,negative
menurutku kualitasnya mantap sih!,2,train,positive
jujur ya fiturnya jalan sesuai deskripsi sih,1,train,neutral
kalau dari pengalamanku fiturnya jalan sesuai deskripsi bgt,1,train,neutral
menurutku produk ini mengecewakan dari segi fitur,0,train,negative
menurutku pelayanan cepat dan ok dari pengalaman pertama,2,train,positive
menurutku dipakai harian tetap nyaman untuk harga segini buatku,2,train,positive
buatku produk ini mengecewakan dari pengalaman pertama sih,0,train,negative
review singkat packaging rapi dan aman buatku,2,train,positive
buatku kualitasnya mantap buat pemakaian harian sih,2,train,positive
produk ini mengecewakan dari pengalaman pertama menurutku,0,train,negative
kalau dari pengalamanku kualitasnya mantap dari segi fitur menurutku...,2,train,positive
menurutku rekomen banget dari segi fitur banget,2,train,positive
menurutku kualitasnya buruk,0,train,negative
kalau dari pengalamanku pelayanannya cepat dan memuaskan buat pemakaian harian buatku,2,train,positive
kalau dari pengalamanku pelayanan cukup biasa sih,1,train,neutral
kalau dari pengalamanku adminnya responsif dan ramah untuk harga segini sih,2,train,positive
jujur ya barang datang dalam kondisi jelek buat pemakaian harian menurutku,0,train,negative
review singkat pengiriman tepat waktu buat pemakaian harian sih,2,train,positive
kalau dari pengalamanku saya tidak puas untuk harga segini banget,0,train,negative
overall masih oke untuk harga segini buat pemakaian harian,1,train,neutral
review singkat packaging rapi dan aman dari pengalaman pertama sih,2,train,positive
menurutku adminnya susah dihubungi dari pengalaman pertama buatku.,0,train,negative
saya tidak puas dari segi fitur banget,0,train,negative
menurutku pelayanannya cukup biasa banget,1,train,neutral
buatku barang datang dalam kondisi jelek,0,train,negative
menurutku delivery sesuai estimasi dari segi fitur banget,1,train,neutral
menurutku pengalaman saya biasa saja buat pemakaian harian buatku,1,train,neutral
review singkat hasilnya ga buruk tidak istimewa buat pemakaian harian banget,1,train,neutral
buatku packaging rusak waktu sampai untuk harga segini buatku,0,train,negative
review singkat kualitasnya lumayan sih,1,train,neutral
review singkat pelayanan cepat dan ok dari segi fitur buatku.,2,train,positive
menurutku dipakai harian tetap nyaman untuk harga segini,2,train,positive
adminnya susah dihubungi dari segi fitur,0,train,negative
fiturnya jalan sesuai deskripsi dari segi fitur ya,1,train,neutral
kalau dari pengalamanku dipakai harian tetap nyaman dari pengalaman pertama menurutku,2,train,positive
jujur ya worth it banget buat dibeli untuk harga segini sih.,2,train,positive
kalau dari pengalamanku pengiriman sesuai estimasi untuk harga segini buatku!,1,train,neutral
jujur ya kualitasnya mantap dari segi fitur ya,2,train,positive
review singkat saya suka hasilnya buat pemakaian harian...,2,train,positive
pengalaman saya biasa saja buat pemakaian harian ya,1,train,neutral
review singkat fiturnya jalan sesuai deskripsi untuk harga segini...,1,train,neutral
buatku pelayanannya cepat dan memuaskan dari segi fitur banget,2,train,positive
jujur ya dipakai sebentar langsung bermasalah dari pengalaman pertama ya,0,train,negative
tidak recommended untuk harga segini,0,train,negative
review singkat pengiriman normal gak cepat tidak lambat dari segi fitur sih.,1,train,neutral
review singkat pelayanan cukup biasa dari segi fitur ya,1,train,neutral
menurutku saya nggak puas sih,0,train,negative
kalau dari pengalamanku pengiriman tepat waktu dari pengalaman pertama ya,2,train,positive
buatku fiturnya sangat membantu buat pemakaian harian menurutku,2,train,positive
review singkat dipakai harian tetap nyaman dari segi fitur menurutku,2,train,positive
pengalaman saya biasa saja buat pemakaian harian,1,train,neutral
buatku produk ini sangat bagus buat pemakaian harian sih,2,train,positive
servis cepat dan memuaskan dari pengalaman pertama sih,2,train,positive
review singkat produk ini sangat bagus buatku,2,train,positive
buatku recommended banget banget,2,train,positive
kualitasnya lumayan dari pengalaman pertama banget,1,train,neutral
review singkat pengiriman normal tidak cepat tidak lambat dari segi fitur banget,1,train,neutral
review singkat fiturnya jalan sesuai deskripsi buat pemakaian harian bgt,1,train,neutral
kalau dari pengalamanku produk ini mengecewakan dari pengalaman pertama menurutku.,0,train,negative
kalau dari pengalamanku overall masih oke untuk harga segini buat pemakaian harian ya,1,train,neutral
review singkat harga sesuai kualitas buat pemakaian harian buatku,2,train,positive
jujur ya produk ini mengecewakan buat pemakaian harian sih,0,train,negative
buatku adminnya susah dihubungi dari segi fitur...,0,train,negative
kualitasnya lumayan buat pemakaian harian menurutku,1,train,neutral
jujur ya packaging rapi dan aman buat pemakaian harian ya!,2,train,positive
buatku fiturnya sering error untuk harga segini banget,0,train,negative
kalau dari pengalamanku produk ini standar buatku,1,train,neutral
buatku packaging rapi dan aman dari pengalaman pertama buatku,2,train,positive
review singkat saya tidak puas ya!,0,train,negative
menurutku fiturnya sering error untuk harga segini sih,0,train,negative
menurutku kwalitasnya buruk untuk harga segini,0,train,negative
review singkat fiturnya sangat membantu dari segi fitur sih,2,train,positive
menurutku dipakai sebentar langsung bermasalah dari segi fitur,0,train,negative
menurutku pengiriman terlambat dari segi fitur banget,0,train,negative
kualitasnya lumayan dari segi fitur buatku,1,train,neutral
jujur ya pelayanan sangat lambat buat pemakaian harian buatku,0,train,negative
buatku saya suka hasilnya sih,2,train,positive
kalau dari pengalamanku pengiriman sesuai estimasi dari pengalaman pertama sih,1,train,neutral
kualitasnya mantap dari pengalaman pertama,2,train,positive
review singkat packaging rusak waktu sampai dari pengalaman pertama sih!,0,train,negative
menurutku fiturnya cukup membantu dari segi fitur banget,1,train,neutral
jujur ya hasilnya tidak buruk tidak istimewa dari pengalaman pertama buatku,1,train,neutral
menurutku pengiriman terlambat dari segi fitur menurutku,0,train,negative
menurutku saya suka hasilnya banget.,2,train,positive
produk ini standar dari segi fitur ya,1,train,neutral
kalau dari pengalamanku pengiriman tepat waktu buat pemakaian harian sih,2,train,positive
harga masih oke buatku...,1,train,neutral
buatku delivery terlambat dari segi fitur sih,0,train,negative
buatku pengalaman saya biasa saja buat pemakaian harian buatku,1,train,neutral
jujur ya dipakai harian tetap nyaman ya,2,train,positive
jujur ya delivery terlambat untuk harga segini banget,0,train,negative
review singkat pengiriman sesuai estimasi dari pengalaman pertama buatku...,1,train,neutral
menurutku barang datang dalam kondisi jelek untuk harga segini sih,0,train,negative
buatku packaging rapi dan aman buat pemakaian harian buatku,2,train,positive
menurutku hasilnya tidak buruk tidak istimewa dari pengalaman pertama menurutku,1,train,neutral
review singkat barang datang dalam kondisi jelek untuk harga segini ya,0,train,negative
produk ini standar dari segi fitur menurutku,1,train,neutral
jujur ya fiturnya jalan sesuai deskripsi untuk harga segini,1,train,neutral
menurutku dipakai harian tetap nyaman buat pemakaian harian ya,2,train,positive
jujur ya packaging rusak waktu sampai dari pengalaman pertama banget!,0,train,negative
menurutku adminnya susah dihubungi buat pemakaian harian menurutku,0,train,negative
jujur ya kualitasnya lumayan untuk harga segini sih,1,train,neutral
review singkat pengiriman terlambat buat pemakaian harian buatku...,0,train,negative
menurutku fiturnya sangat membantu,2,train,positive
kalau dari pengalamanku kualitasnya buruk dari pengalaman pertama banget,0,train,negative
menurutku sejauh ini aman tapi belum spesial untuk harga segini buatku,1,train,neutral
menurutku harga gak sebanding untuk harga segini banget,0,train,negative
buatku produk ini standar banget!,1,train,neutral
adminnya responsif dan ramah buat pemakaian harian,2,train,positive
buatku fiturnya sering error ya,0,train,negative
kalau dari pengalamanku tidak recommended untuk harga segini menurutku.,0,train,negative
fiturnya sangat membantu buatku,2,train,positive
review singkat adminnya responsif dan ramah.,2,train,positive
dipakai harian tetap nyaman untuk harga segini buatku,2,train,positive
kalau dari pengalamanku saya suka hasilnya buat pemakaian harian sih,2,train,positive
kalau dari pengalamanku saya suka hasilnya untuk harga segini ya.,2,train,positive
packaging rusak waktu sampai untuk harga segini buatku,0,train,negative
fiturnya sangat membantu buat pemakaian harian ya,2,train,positive
packaging rusak waktu sampai dari pengalaman pertama ya...,0,train,negative
kalau dari pengalamanku servis cepat dan memuaskan dari pengalaman pertama banget,2,train,positive
buatku sejauh ini aman tapi belum spesial dari segi fitur ya,1,train,neutral
review singkat fiturnya sering error dari segi fitur sih,0,train,negative
buatku barang datang dalam kondisi jelek untuk harga segini ya!,0,train,negative
review singkat fiturnya sering error untuk harga segini banget.,0,train,negative
tidak recommended dari pengalaman pertama buatku,0,train,negative
pelayanan sangat lambat untuk harga segini ya,0,train,negative
review singkat recommended bgt untuk harga segini ya,2,train,positive
review singkat harga masih oke dari pengalaman pertama banget,1,train,neutral
delivery sesuai estimasi buat pemakaian harian sih.,1,train,neutral
review singkat recommended bgt buat pemakaian harian sih!,2,train,positive
kalau dari pengalamanku packaging rusak waktu sampai buat pemakaian harian menurutku!,0,train,negative
kualitasnya lumayan untuk harga segini banget...,1,train,neutral
kalau dari pengalamanku dipakai harian tetap nyaman untuk harga segini buatku,2,train,positive
jujur ya kualitasnya mantap dari pengalaman pertama ya...,2,train,positive
jujur ya produk ini sangat bagus buat pemakaian harian!,2,train,positive
jujur ya overall masih oke untuk harga segini untuk harga segini buatku,1,train,neutral
kalau dari pengalamanku barang ini standar buat pemakaian harian banget,1,train,neutral
kalau dari pengalamanku pelayanan cepat dan ok buat pemakaian harian menurutku,2,train,positive
jujur ya adminnya susah dihubungi untuk harga segini bgt,0,train,negative
kualitasnya buruk buat pemakaian harian,0,train,negative
delivery tepat waktu buat pemakaian harian banget,2,train,positive
review singkat sejauh ini aman tapi belum spesial buat pemakaian harian ya,1,train,neutral
menurutku harga masih oke dari pengalaman pertama menurutku,1,train,neutral
kalau dari pengalamanku recommended banget dari pengalaman pertama menurutku,2,train,positive
kalau dari pengalamanku pengiriman sesuai estimasi buat pemakaian harian buatku,1,train,neutral
jujur ya rekomen banget dari segi fitur sih.,2,train,positive
menurutku harga ga sebanding dari pengalaman pertama,0,train,negative
kalau dari pengalamanku produk ini sangat bagus dari pengalaman pertama,2,train,positive
buatku pelayanan beneran lambat bgt,0,train,negative
buatku produk ini mengecewakan dari segi fitur sih,0,train,negative
barang datang dalam kondisi jelek dari pengalaman pertama menurutku,0,train,negative
review singkat fiturnya cukup membantu buat pemakaian harian menurutku,1,train,neutral
menurutku pengiriman tepat waktu dari segi fitur banget,2,train,positive
jujur ya dipakai harian tetap nyaman menurutku,2,train,positive
review singkat pengiriman terlambat buat pemakaian harian ya,0,train,negative
menurutku harga masih oke dari segi fitur buatku,1,train,neutral
review singkat pelayanan cukup biasa buatku,1,train,neutral
packaging rapi dan aman untuk harga segini buatku,2,train,positive
jujur ya produk ini zonk dari pengalaman pertama,0,train,negative
kalau dari pengalamanku recommended bgt buat pemakaian harian menurutku,2,train,positive
jujur ya fiturnya sering error untuk harga segini buatku,0,train,negative
jujur ya servis sangat lambat buat pemakaian harian banget,0,train,negative
buatku delivery sesuai estimasi banget,1,train,neutral
buatku fiturnya jalan sesuai deskripsi menurutku,1,train,neutral
review singkat pengiriman normal tidak cepat tidak lambat buat pemakaian harian menurutku!,1,train,neutral
jujur ya sejauh ini aman tapi belum spesial dari segi fitur banget,1,train,neutral
barang ini sangat bagus buat pemakaian harian sih,2,train,positive
adminnya susah dihubungi dari segi fitur sih,0,train,negative
review singkat servis sangat lambat untuk harga segini sih,0,train,negative
menurutku overall masih oke untuk harga segini ya,1,train,neutral
kalau dari pengalamanku pengalaman saya biasa saja ya,1,train,neutral
review singkat adminnya susah dihubungi buat pemakaian harian ya.,0,train,negative
jujur ya pelayanan cukup biasa menurutku!,1,train,neutral
kalau dari pengalamanku kwalitasnya lumayan untuk harga segini ya,1,train,neutral
buatku adminnya susah dihubungi untuk harga segini ya,0,train,negative
review singkat fiturnya sering error untuk harga segini...,0,train,negative
review singkat barang ini sangat bagus buat pemakaian harian buatku,2,train,positive
jujur ya kwalitasnya lumayan dari pengalaman pertama buatku,1,train,neutral
menurutku pengiriman terlambat,0,train,negative
jujur ya pelayanan cepat dan memuaskan dari pengalaman pertama ya,2,train,positive
dipakai sebentar langsung bermasalah banget,0,train,negative
menurutku saya tidak puas buat pemakaian harian ya,0,train,negative
dipakai harian tetap nyaman untuk harga segini sih,2,train,positive
jujur ya kualitasnya mantap sih,2,train,positive
review singkat pengiriman terlambat buat pemakaian harian ya!,0,train,negative
fiturnya cukup membantu dari segi fitur,1,train,neutral
menurutku kualitasnya buruk dari segi fitur ya,0,train,negative
buatku overall masih oke untuk harga segini untuk harga segini banget,1,train,neutral
jujur ya hasilnya tidak buruk tidak istimewa untuk harga segini...,1,train,neutral
review singkat fiturnya cukup membantu buatku,1,train,neutral
kalau dari pengalamanku pengiriman normal tidak cepat tidak lambat untuk harga segini banget,1,train,neutral
menurutku harga sesuai kualitas buat pemakaian harian ya,2,train,positive
hasilnya tidak buruk tidak istimewa dari segi fitur,1,train,neutral
buatku pengiriman terlambat buat pemakaian harian buatku,0,train,negative
buatku saya tidak puas untuk harga segini buatku,0,train,negative
review singkat worth it bgt buat dibeli dari pengalaman pertama buatku...,2,train,positive
menurutku adminnya susah dihubungi dari pengalaman pertama,0,train,negative
dipakai harian tetap nyaman untuk harga segini,2,train,positive
review singkat barang ini zonk dari segi fitur menurutku,0,train,negative
menurutku sejauh ini aman tapi belum spesial ya!,1,train,neutral
recommended bgt dari pengalaman pertama sih,2,train,positive
menurutku harga sesuai kualitas banget,2,train,positive
jujur ya hasilnya nggak buruk tidak istimewa dari pengalaman pertama menurutku,1,train,neutral
kalau dari pengalamanku fiturnya sangat membantu menurutku,2,train,positive
buatku dipakai harian tetap nyaman dari pengalaman pertama sih,2,train,positive
kualitasnya mantap buat pemakaian harian sih...,2,train,positive
kalau dari pengalamanku saya suka hasilnya untuk harga segini banget,2,train,positive
kalau dari pengalamanku worth it banget buat dibeli buat pemakaian harian sih,2,train,positive
kwalitasnya mantap buat pemakaian harian ya...,2,train,positive
menurutku kualitasnya buruk buat pemakaian harian ya,0,train,negative
jujur ya fiturnya cukup membantu untuk harga segini banget,1,train,neutral
menurutku produk ini sangat bagus dari segi fitur menurutku!,2,train,positive
kalau dari pengalamanku pelayanan sangat lambat untuk harga segini ya,0,train,negative
review singkat sejauh ini aman tapi belum spesial dari segi fitur buatku!,1,train,neutral
review singkat packaging rusak waktu sampai dari pengalaman pertama buatku,0,train,negative
dipakai sebentar langsung bermasalah menurutku,0,train,negative
kalau dari pengalamanku adminnya responsif dan ramah dari segi fitur bgt.,2,train,positive
review singkat pelayanan sangat lambat dari segi fitur bgt,0,train,negative
buatku produk ini standar untuk harga segini sih,1,train,neutral
review singkat hasilnya tidak buruk tidak istimewa buat pemakaian harian,1,train,neutral
review singkat adminnya responsif dan ramah menurutku,2,train,positive
kualitasnya lumayan dari pengalaman pertama ya,1,train,neutral
menurutku kualitasnya lumayan sih,1,train,neutral
jujur ya saya suka hasilnya dari pengalaman pertama buatku,2,train,positive
jujur ya fiturnya jalan sesuai deskripsi dari segi fitur menurutku,1,train,neutral
jujur ya kualitasnya mantap untuk harga segini ya,2,train,positive
buatku fiturnya jalan sesuai deskripsi dari segi fitur buatku,1,train,neutral
kalau dari pengalamanku kualitasnya mantap buatku,2,train,positive
review singkat pengiriman tepat waktu untuk harga segini bnget,2,train,positive
jujur ya fiturnya sering error menurutku,0,train,negative
fiturnya sangat membantu dari pengalaman pertama sih!,2,train,positive
review singkat kualitasnya mantap dari segi fitur buatku.,2,train,positive
buatku pelayanan cukup biasa dari segi fitur ya,1,train,neutral
buatku kwalitasnya lumayan banget,1,train,neutral
jujur ya hasilnya nggak buruk tidak istimewa dari segi fitur buatku,1,train,neutral
kalau dari pengalamanku produk ini zonk untuk harga segini ya,0,train,negative
jujur ya fiturnya sering error buat pemakaian harian menurutku,0,train,negative
menurutku fiturnya sering error buat pemakaian harian buatku!,0,train,negative
jujur ya pengiriman terlambat buat pemakaian harian banget...,0,train,negative
buatku fiturnya sering error untuk harga segini menurutku,0,train,negative
pengiriman tepat waktu dari segi fitur ya,2,train,positive
worth it banget buat dibeli dari segi fitur sih...,2,train,positive
jujur ya kualitasnya buruk ya...,0,train,negative
review singkat produk ini mengecewakan buat pemakaian harian ya,0,train,negative
review singkat overall masih oke untuk harga segini untuk harga segini menurutku,1,train,neutral
menurutku saya tidak puas dari pengalaman pertama,0,train,negative
menurutku dipakai sebentar langsung bermasalah buat pemakaian harian menurutku,0,train,negative
review singkat adminnya responsif dan ramah dari segi fitur,2,train,positive
menurutku fiturnya jalan sesuai deskripsi buatku,1,train,neutral
review singkat fiturnya sangat membantu bgt,2,train,positive
kalau dari pengalamanku fiturnya sering error dari segi fitur menurutku,0,train,negative
kalau dari pengalamanku harga tidak sebanding dari segi fitur menurutku,0,train,negative
review singkat worth it banget buat dibeli dari segi fitur banget,2,train,positive
menurutku packaging rapi dan aman buat pemakaian harian sih!,2,train,positive
review singkat fiturnya cukup membantu dari segi fitur sih,1,train,neutral
menurutku pelayanan beneran lambat dari pengalaman pertama banget,0,train,negative
review singkat adminnya susah dihubungi buatku!,0,train,negative
jujur ya fiturnya sangat membantu untuk harga segini banget,2,train,positive
menurutku pengiriman normal gak cepat tidak lambat untuk harga segini,1,train,neutral
kalau dari pengalamanku produk ini mengecewakan dari segi fitur buatku,0,train,negative
buatku fiturnya jalan sesuai deskripsi dari segi fitur menurutku,1,train,neutral
buatku harga masih oke buat pemakaian harian sih,1,train,neutral
menurutku sejauh ini aman tapi belum spesial dari segi fitur menurutku,1,train,neutral
review singkat adminnya responsif dan ramah ya,2,train,positive
jujur ya saya suka hasilnya buat pemakaian harian banget,2,train,positive
menurutku fiturnya jalan sesuai deskripsi dari pengalaman pertama,1,train,neutral
jujur ya fiturnya cukup membantu untuk harga segini sih,1,train,neutral
jujur ya harga sesuai kwalitas buat pemakaian harian banget,2,train,positive
kalau dari pengalamanku barang datang dalam kondisi jelek buatku.,0,train,negative
buatku worth it banget buat dibeli dari segi fitur menurutku,2,train,positive
jujur ya packaging rusak waktu sampai bgt,0,train,negative
jujur ya pengalaman saya biasa saja buat pemakaian harian,1,train,neutral
review singkat pelayanan sangat lambat dari segi fitur.,0,train,negative
kalau dari pengalamanku saya ga puas dari pengalaman pertama bgt...,0,train,negative
menurutku produk ini sangat bagus dari segi fitur buatku...,2,train,positive
jujur ya pengiriman terlambat buat pemakaian harian buatku,0,train,negative
buatku pengiriman tepat waktu dari pengalaman pertama menurutku,2,train,positive
review singkat fiturnya jalan sesuai deskripsi buat pemakaian harian banget,1,train,neutral
review singkat pengiriman tepat waktu buat pemakaian harian sih,2,train,positive
kalau dari pengalamanku fiturnya sering error dari pengalaman pertama menurutku,0,train,negative
jujur ya adminnya susah dihubungi ya,0,train,negative
buatku packaging rusak waktu sampai untuk harga segini menurutku,0,train,negative
buatku kualitasnya buruk dari segi fitur buatku,0,train,negative
review singkat pengiriman terlambat untuk harga segini menurutku,0,train,negative
kalau dari pengalamanku packaging rapi dan aman buat pemakaian harian,2,train,positive
kalau dari pengalamanku kualitasnya mantap buat pemakaian harian ya,2,train,positive
buatku pelayanan cukup biasa dari segi fitur sih,1,train,neutral
pelayanan sangat lambat untuk harga segini menurutku,0,train,negative
jujur ya harga sesuai kwalitas dari pengalaman pertama banget,2,train,positive
kualitasnya mantap dari pengalaman pertama menurutku,2,train,positive
review singkat pelayanan beneran lambat buat pemakaian harian ya,0,train,negative
review singkat dipakai harian tetap nyaman menurutku,2,train,positive
kalau dari pengalamanku packaging rapi dan aman buat pemakaian harian.,2,train,positive
menurutku overall masih oke untuk harga segini dari segi fitur menurutku.,1,train,neutral
review singkat packaging rusak waktu sampai dari segi fitur buatku,0,train,negative
jujur ya harga tidak sebanding buat pemakaian harian buatku,0,train,negative
jujur ya saya suka hasilnya dari pengalaman pertama sih,2,train,positive
buatku fiturnya beneran membantu dari pengalaman pertama banget,2,train,positive
jujur ya barang ini standar buat pemakaian harian buatku,1,train,neutral
buatku produk ini zonk dari segi fitur buatku,0,train,negative
kalau dari pengalamanku fiturnya jalan sesuai deskripsi dari pengalaman pertama buatku,1,train,neutral
jujur ya saya tidak puas sih,0,train,negative
kalau dari pengalamanku tidak rekomen menurutku,0,train,negative
review singkat dipakai sebentar langsung bermasalah buat pemakaian harian,0,train,negative
kalau dari pengalamanku sejauh ini aman tapi belum spesial untuk harga segini sih,1,train,neutral
kalau dari pengalamanku barang datang dalam kondisi jelek untuk harga segini buatku,0,train,negative
buatku kualitasnya buruk buat pemakaian harian buatku,0,train,negative
review singkat adminnya susah dihubungi buat pemakaian harian.,0,train,negative
kalau dari pengalamanku servis sangat lambat dari pengalaman pertama,0,train,negative
fiturnya sangat membantu,2,train,positive
pengiriman tepat waktu dari pengalaman pertama menurutku,2,train,positive
buatku pengiriman terlambat untuk harga segini menurutku,0,train,negative
menurutku harga tidak sebanding dari segi fitur buatku...,0,train,negative
buatku saya suka hasilnya buat pemakaian harian ya!,2,train,positive
kalau dari pengalamanku overall masih oke untuk harga segini buat pemakaian harian sih,1,train,neutral
buatku recommended banget dari pengalaman pertama buatku,2,train,positive
kalau dari pengalamanku packaging rusak waktu sampai banget,0,train,negative
jujur ya dipakai sebentar langsung bermasalah dari pengalaman pertama,0,train,negative
kalau dari pengalamanku fiturnya jalan sesuai deskripsi untuk harga segini menurutku,1,train,neutral
kalau dari pengalamanku overall masih oke untuk harga segini dari pengalaman pertama,1,train,neutral
menurutku gak recommended buat pemakaian harian menurutku,0,train,negative
jujur ya adminnya susah dihubungi untuk harga segini sih,0,train,negative
review singkat worth it banget buat dibeli dari segi fitur banget,2,train,positive
buatku fiturnya sangat membantu buat pemakaian harian menurutku,2,train,positive
tidak rekomen buat pemakaian harian menurutku,0,train,negative
buatku dipakai harian tetap nyaman dari pengalaman pertama menurutku,2,train,positive
jujur ya pengiriman terlambat untuk harga segini banget...,0,train,negative
kalau dari pengalamanku pelayanan cepat dan memuaskan,2,train,positive
review singkat packaging rusak waktu sampai dari segi fitur ya,0,train,negative
jujur ya fiturnya cukup membantu untuk harga segini banget,1,train,neutral
jujur ya harga sesuai kwalitas dari segi fitur banget,2,train,positive
harga sesuai kualitas buat pemakaian harian banget,2,train,positive
packaging rapi dan aman,2,train,positive
fiturnya jalan sesuai deskripsi dari segi fitur banget,1,train,neutral
menurutku pengalaman saya biasa saja untuk harga segini ya,1,train,neutral
pelayanan sangat lambat dari segi fitur ya,0,train,negative
buatku pengiriman sesuai estimasi untuk harga segini sih,1,train,neutral
review singkat packaging rapi dan aman buat pemakaian harian ya,2,train,positive
jujur ya recommended banget banget,2,train,positive
buatku dipakai sebentar langsung bermasalah untuk harga segini sih,0,train,negative
jujur ya fiturnya sering error buat pemakaian harian,0,train,negative
produk ini sangat bagus untuk harga segini banget,2,train,positive
buatku sejauh ini aman tapi belum spesial untuk harga segini menurutku,1,train,neutral
review singkat fiturnya jalan sesuai deskripsi dari segi fitur ya,1,train,neutral
jujur ya adminnya responsif dan ramah dari pengalaman pertama,2,train,positive
kalau dari pengalamanku pengiriman sesuai estimasi dari pengalaman pertama banget,1,train,neutral
buatku fiturnya sering error buat pemakaian harian buatku,0,train,negative
review singkat dipakai sebentar langsung bermasalah dari segi fitur sih,0,train,negative
menurutku sejauh ini aman tapi belum spesial untuk harga segini banget,1,train,neutral
jujur ya pengiriman normal tidak cepat tidak lambat menurutku,1,train,neutral
fiturnya sangat membantu buat pemakaian harian menurutku,2,train,positive
kualitasnya mantap sih,2,train,positive
kalau dari pengalamanku packaging rusak waktu sampai buat pemakaian harian sih.,0,train,negative
menurutku harga tidak sebanding untuk harga segini banget!,0,train,negative
kalau dari pengalamanku pengiriman tepat waktu dari pengalaman pertama menurutku!,2,train,positive
review singkat packaging rapi dan aman dari pengalaman pertama,2,train,positive
menurutku fiturnya jalan sesuai deskripsi dari pengalaman pertama buatku,1,train,neutral
jujur ya produk ini standar banget,1,train,neutral
jujur ya fiturnya sangat membantu menurutku,2,train,positive
jujur ya kualitasnya mantap dari pengalaman pertama menurutku,2,train,positive
kalau dari pengalamanku packaging rapi dan aman banget,2,train,positive
buatku pelayanan beneran lambat dari segi fitur,0,train,negative
kalau dari pengalamanku pengiriman sesuai estimasi buat pemakaian harian sih,1,train,neutral
menurutku harga ga sebanding dari pengalaman pertama buatku,0,train,negative
menurutku pengiriman terlambat buat pemakaian harian ya,0,train,negative
jujur ya produk ini sangat bagus ya,2,train,positive
jujur ya fiturnya beneran membantu dari segi fitur ya,2,train,positive
buatku packaging rapi dan aman dari segi fitur buatku,2,train,positive
buatku dipakai harian tetap nyaman buat pemakaian harian,2,train,positive
kalau dari pengalamanku fiturnya sangat membantu dari segi fitur bnget,2,train,positive
packaging rapi dan aman menurutku,2,train,positive
worth it banget buat dibeli dari pengalaman pertama ya,2,train,positive
jujur ya barang ini standar untuk harga segini buatku!,1,train,neutral
jujur ya produk ini zonk banget,0,train,negative
menurutku pengiriman normal nggak cepat tidak lambat untuk harga segini bgt,1,train,neutral
buatku dipakai sebentar langsung bermasalah buat pemakaian harian,0,train,negative
jujur ya tidak recommended sih!,0,train,negative
sejauh ini aman tapi belum spesial buat pemakaian harian ya.,1,train,neutral
buatku saya suka hasilnya buat pemakaian harian,2,train,positive
buatku kualitasnya lumayan,1,train,neutral
buatku tidak recommended buat pemakaian harian buatku,0,train,negative
saya ga puas dari pengalaman pertama sih,0,train,negative
menurutku produk ini zonk dari segi fitur bgt,0,train,negative
review singkat kualitasnya mantap untuk harga segini sih,2,train,positive
kalau dari pengalamanku pengiriman terlambat dari pengalaman pertama sih,0,train,negative
kalau dari pengalamanku harga masih oke bnget,1,train,neutral
buatku sejauh ini aman tapi belum spesial untuk harga segini sih,1,train,neutral
buatku ga recommended untuk harga segini,0,train,negative
kalau dari pengalamanku harga sesuai kualitas untuk harga segini,2,train,positive
kalau dari pengalamanku overall masih oke untuk harga segini untuk harga segini ya,1,train,neutral
jujur ya barang datang dalam kondisi jelek dari segi fitur sih,0,train,negative
review singkat kualitasnya lumayan dari pengalaman pertama menurutku...,1,train,neutral
jujur ya harga sesuai kualitas dari pengalaman pertama banget,2,train,positive
menurutku sejauh ini aman tapi belum spesial dari pengalaman pertama buatku,1,train,neutral
kalau dari pengalamanku overall masih oke untuk harga segini buat pemakaian harian,1,train,neutral
jujur ya pelayanan sangat lambat untuk harga segini banget,0,train,negative
kalau dari pengalamanku fiturnya cukup membantu ya,1,train,neutral
kalau dari pengalamanku adminnya responsif dan ramah buat pemakaian harian buatku,2,train,positive
kalau dari pengalamanku kualitasnya mantap buat pemakaian harian,2,train,positive
review singkat pengiriman tepat waktu dari pengalaman pertama banget,2,train,positive
buatku fiturnya sering error buat pemakaian harian buatku,0,train,negative
review singkat fiturnya jalan sesuai deskripsi untuk harga segini menurutku,1,train,neutral
kalau dari pengalamanku adminnya susah dihubungi dari segi fitur menurutku,0,train,negative
kalau dari pengalamanku produk ini standar buat pemakaian harian,1,train,neutral
jujur ya fiturnya sangat membantu menurutku.,2,train,positive
buatku packaging rusak waktu sampai untuk harga segini buatku,0,train,negative
buatku gak rekomen buat pemakaian harian ya...,0,train,negative
buatku kualitasnya buruk dari pengalaman pertama menurutku,0,train,negative
menurutku dipakai harian tetap nyaman untuk harga segini banget,2,train,positive
jujur ya adminnya responsif dan ramah dari pengalaman pertama banget.,2,train,positive
pelayanan cukup biasa dari pengalaman pertama,1,train,neutral
jujur ya pengalaman saya biasa saja buatku,1,train,neutral
kalau dari pengalamanku overall masih oke untuk harga segini untuk harga segini buatku,1,train,neutral
kalau dari pengalamanku saya tidak puas menurutku,0,train,negative
review singkat adminnya susah dihubungi dari segi fitur buatku,0,train,negative
